IFSP,Campus Boituva,Técnico,Noturno,Gestão e Negócios,Gestão e Negócios,1,2,141,142,80,199,78,33,2023
IFSP,Campus Boituva,Técnico,Vespertino,Gestão e Negócios,Gestão e Negócios,1,2,129,129,80,82,75,23,2023
IFSP,Campus Boituva,Tecnologia,Noturno,Controle e Processos Industriais,Mecânica,1,1,18,24,,,,10,2023
IFSP,Campus Boituva,Tecnologia,Noturno,Informação e Comunicação,Informática,1,1,123,126,45,74,43,11,2023
IFSP,Campus Bragança Paulista,Bacharelado,Matutino,Controle e Processos Industriais,Automação,1,1,2,,,,,,2023
IFSP,Campus Bragança Paulista,Bacharelado,Noturno,Controle e Processos Industriais,Automação,1,1,248,319,49,213,50,3,2023
IFSP,Campus Bragança Paulista,Especialização (Lato Sensu),Noturno,Desenvolvimento Educacional e Social,Desenvolvimento Educacional e Social,1,1,25,25,25,34,25,,2023
IFSP,Campus Bragança Paulista,Especialização (Lato Sensu),Noturno,Gestão e Negócios,Gestão e Negócios,1,1,85,85,40,195,40,7,2023
IFSP,Campus Bragança Paulista,Licenciatura,Matutino,Desenvolvimento Educacional e Social,Desenvolvimento Educacional,1,1,160,160,40,85,34,5,2023
IFSP,Campus Bragança Paulista,Licenciatura,Noturno,Desenvolvimento Educacional e Social,Desenvolvimento Educacional,1,1,34,34,,,,,2023
IFSP,Campus Bragança Paulista,Qualificação Profissional (FIC),Matutino,Informação e Comunicação,Informática,1,1,40,1,43,105,40,31,2023
IFSP,Campus Bragança Paulista,Qualificação Profissional (FIC),Não se aplica,Controle e Processos Industriais,Controle e Processos Industriais,1,1,30,1,40,68,30,3,2023
IFSP,Campus Bragança Paulista,Qualificação Profissional (FIC),Não se aplica,Controle e Processos Industriais,Elétrica,1,2,57,3,76,65,57,8,2023
IFSP,Campus Bragança Paulista,Qualificação Profissional (FIC),Não se aplica,Informação e Comunicação,Informação e Comunicação,1,1,6,0,20,9,6,6,2023
IFSP,Campus Bragança Paulista,Qualificação Profissional (FIC),Não se aplica,Informação e Comunicação,Informática,1,1,544,29,2051,653,544,149,2023
IFSP,Campus Bragança Paulista,Qualificação Profissional (FIC),Noturno,Informação e Comunicação,Informática,1,1,23,1,23,30,23,16,2023
IFSP,Campus Bragança Paulista,Qualificação Profissional (FIC),Vespertino,Ambiente e Saúde,Ambiente e Saúde,1,1,22,1,79,22,22,14,2023
IFSP,Campus Bragança Paulista,Qualificação Profissional (FIC),Vespertino,Controle e Processos Industriais,Elétrica,1,1,5,1,24,24,5,2,2023
IFSP,Campus Bragança Paulista,Qualificação Profissional (FIC),Vespertino,Desenvolvimento Educacional e Social,Desenvolvimento Educacional e Social,1,1,4,0,24,4,4,4,2023
IFSP,Campus Bragança Paulista,Técnico,Integral,Controle e Processos Industriais,Elétrica,1,1,115,132,41,197,41,37,2023
IFSP,Campus Bragança Paulista,Técnico,Integral,Controle e Processos Industriais,Mecânica,1,2,119,148,41,203,40,37,2023
IFSP,Campus Bragança Paulista,Técnico,Integral,Informação e Comunicação,Informática,1,1,125,131,40,435,41,45,2023
IFSP,Campus Bragança Paulista,Técnico,Noturno,Controle e Processos Industriais,Automação,1,1,191,238,160,528,100,17,2023
IFSP,Campus Bragança Paulista,Técnico,Vespertino,Controle e Processos Industriais,Automação,1,1,109,135,160,528,44,5,2023
IFSP,Campus Bragança Paulista,Tecnologia,Matutino,Informação e Comunicação,Informática,1,1,1,1,57,373,,,2023
IFSP,Campus Bragança Paulista,Tecnologia,Noturno,Controle e Processos Industriais,Automação,1,1,6,9,,,,1,2023
IFSP,Campus Bragança Paulista,Tecnologia,Noturno,Informação e Comunicação,Informática,1,1,350,360,98,433,104,34,2023
IFSP,Campus Campinas,Bacharelado,Vespertino,Controle e Processos Industriais,Elétrica,1,1,80,88,41,492,44,,2023
IFSP,Campus Campinas,Especialização (Lato Sensu),Noturno,Desenvolvimento Educacional e Social,Desenvolvimento Educacional e Social,1,1,129,129,32,54,32,46,2023
IFSP,Campus Campinas,Especialização (Lato Sensu),Noturno,Informação e Comunicação,Informação e Comunicação,1,1,88,88,33,272,31,22,2023
IFSP,Campus Campinas,Licenciatura,Matutino,Desenvolvimento Educacional e Social,Desenvolvimento Educacional,1,1,20,21,40,336,20,,2023
IFSP,Campus Campinas,Qualificação Profissional (FIC),Não se aplica,Desenvolvimento Educacional e Social,Desenvolvimento Educacional e Social,1,1,28,0,30,41,28,5,2023
IFSP,Campus Campinas,Qualificação Profissional (FIC),Não se aplica,Informação e Comunicação,Informação e Comunicação,1,1,28,1,30,33,28,11,2023
IFSP,Campus Campinas,Qualificação Profissional (FIC),Noturno,Gestão e Negócios,Gestão e Negócios,1,1,22,0,30,22,22,15,2023
IFSP,Campus Campinas,Qualificação Profissional (FIC),Noturno,Recursos Naturais,Agrícola,1,1,8,2,,,,2,2023
IFSP,Campus Campinas,Qualificação Profissional (FIC),Vespertino,Controle e Processos Industriais,Controle e Processos Industriais,1,1,20,0,20,34,20,8,2023
IFSP,Campus Campinas,Qualificação Profissional (FIC),Vespertino,Desenvolvimento Educacional e Social,Desenvolvimento Educacional,1,1,25,1,25,27,25,4,2023
IFSP,Campus Campinas,Técnico,Matutino,Controle e Processos Industriais,Elétrica,1,1,150,174,45,1280,47,22,2023
IFSP,Campus Campinas,Técnico,Matutino,Informação e Comunicação,Informática,1,2,176,185,80,504,70,28,2023
IFSP,Campus Campinas,Técnico,Noturno,Controle e Processos Industriais,Elétrica,1,2,216,247,80,1101,66,24,2023
IFSP,Campus Campinas,Técnico,Noturno,Informação e Comunicação,Telecomunicações,1,2,59,63,40,40,29,5,2023
IFSP,Campus Campinas,Técnico,Vespertino,Informação e Comunicação,Informática,1,1,142,149,41,1636,42,22,2023
IFSP,Campus Campinas,Tecnologia,Matutino,Controle e Processos Industriais,Elétrica,1,1,2,2,,,,2,2023
IFSP,Campus Campinas,Tecnologia,Noturno,Informação e Comunicação,Informática,1,1,167,172,40,1327,42,28,2023
IFSP,Campus Campinas,Tecnologia,Vespertino,Controle e Processos Industriais,Elétrica,1,1,25,28,,,,1,2023
IFSP,Campus Campinas,Tecnologia,Vespertino,Informação e Comunicação,Informática,1,1,190,195,44,120,51,21,2023
IFSP,Campus Campos do Jordão,Licenciatura,Matutino,Desenvolvimento Educacional e Social,Desenvolvimento Educacional,1,2,66,61,40,45,23,6,2023
IFSP,Campus Campos do Jordão,Licenciatura,Noturno,Desenvolvimento Educacional e Social,Desenvolvimento Educacional,1,1,120,127,52,204,47,14,2023
IFSP,Campus Campos do Jordão,Qualificação Profissional (FIC),Matutino,Desenvolvimento Educacional e Social,Desenvolvimento Educacional,1,1,45,2,90,45,45,22,2023
IFSP,Campus Campos do Jordão,Qualificação Profissional (FIC),Não se aplica,Desenvolvimento Educacional e Social,Desenvolvimento Educacional,1,1,19,1,20,19,19,16,2023
IFSP,Campus Campos do Jordão,Qualificação Profissional (FIC),Não se aplica,Desenvolvimento Educacional e Social,Desenvolvimento Educacional e Social,1,1,27,1,27,32,27,12,2023
IFSP,Campus Campos do Jordão,Qualificação Profissional (FIC),Noturno,Produção Alimentícia,Produção Alimentícia,1,1,12,0,15,29,12,11,2023
IFSP,Campus Campos do Jordão,Qualificação Profissional (FIC),Vespertino,Ambiente e Saúde,Ambiente e Saúde,1,1,25,1,28,36,25,13,2023
IFSP,Campus Campos do Jordão,Qualificação Profissional (FIC),Vespertino,Desenvolvimento Educacional e Social,Desenvolvimento Educacional,1,2,34,1,41,34,34,20,2023
IFSP,Campus Cubatão,Técnico,Noturno,Informação e Comunicação,Informática,1,3,26,27,,,,5,2023
IFSP,Campus Campos do Jordão,Qualificação Profissional (FIC),Vespertino,Desenvolvimento Educacional e Social,Desenvolvimento Educacional e Social,1,1,16,0,20,16,16,8,2023
